query_id,query,pool_rank,doc_id,title,snippet,source_modes,best_rank,rank_baseline,rank_ltr,rank_adaptive,rank_hybrid,rank_cross_encoder,previous_label,manual_label,notes
34,price to install tile in shower,2,78070,labor cost to install tile shower,"Tile Labor costs more to install, a contractor would charge for labor about $1,000 depending. upon how big the shower is. If you do the labor and tile the shower your self, it actually costs less and is a lot nicer.","baseline,ltr,adaptive,hybrid,cross_encoder",1,4,1,4,1,9,,2,
34,price to install tile in shower,3,61277,cost to install a tile shower,"1 Install ceramic tile floor to match shower-Average prices for installation are between $11 to $22 per square foot; 2 A light/fan combination-Averages at $180 and one hour of installation; 3 Insulate and re-finish ceilings and walls-Fiberglass wall insulation with R-30 value will cost $2.25 per square foot. 1 Installation of shower pan, if a tiled floor is not to be used....","baseline,adaptive,cross_encoder",2,3,,2,,2,,2,
34,price to install tile in shower,4,70879,price to tile a shower,"Granite shower tile is available at an average of $3.49 per square foot to $6.99 per square foot. Polished stone wall tile comes in many choices, including pebble stone that costs about $10 per square foot and $12 per square foot for a smooth surface polished stone tile. Limestone averages at $5 per square foot. Slate wall tile costs $3.78 per square foot....","baseline,ltr,adaptive,hybrid,cross_encoder",2,2,6,3,6,5,,2,
34,price to install tile in shower,5,92346,labor cost to install ceramic tile in shower,"Tile Labor costs more to install, a contractor would charge for labor about $1,000 depending. upon how big the shower is. If you do the labor and tile the shower your self, it actually costs less and is a lot nicer.","baseline,ltr,adaptive,hybrid,cross_encoder",2,5,2,5,2,10,,2,
34,price to install tile in shower,6,33407,average price to remove a bath and fit a shower,1 Install ceramic tile floor to match shower-Average prices for installation are between $11 to $22 per square foot; 2 A light/fan combination-Averages at $180 and one hour of installation; 3 Insulate and re-finish ceilings and walls-Fiberglass wall insulation with R-30 value will cost $2.25 per square foot. Enhancement and improvement costs....,cross_encoder,3,,,,,3,,3,
34,price to install tile in shower,7,43218,what is the average cost for a plumber to install a shower,"1 The total cost for a new shower surround should average $1,200 to $2,000. 2 For tile shower installation, you're probably looking at a minimum cost of at least $1,500, although intricate, labor-heavy designs and add-ons (such as new faucets and a tub) could easy bring the price up to $5,000 or more. New Shower Costs. The actual cost of a new shower depends on your location, the materials used, the complexity of the installation, and other factors....","ltr,hybrid,cross_encoder",3,,4,,3,6,,3,
34,price to install tile in shower,8,46137,shower insert vs tile cost,"For a straightforward tub insert, the cost to install a bathtub or shower liner should be on the lower end of the price scale. New Shower Costs. The actual cost of a new shower depends on your location, the materials used, the complexity of the installation, and other factors. 1 A basic shower enclosure may cost as little as $400 to $600, while a combination bath/shower unit or a top-of-the-line surround could cost $1,500 to $3,000 or more.","ltr,hybrid",3,,3,,4,,,3,
34,price to install tile in shower,9,66916,how much to charge to tile bathroom shower,"Granite shower tile is available at an average of $3.49 per square foot to $6.99 per square foot. Polished stone wall tile comes in many choices, including pebble stone that costs about $10 per square foot and $12 per square foot for a smooth surface polished stone tile.","ltr,hybrid,cross_encoder",4,,9,,8,4,,2,
34,price to install tile in shower,10,37702,what is the typical cost to tile a shower,"Granite shower tile is available at an average of $3.49 per square foot to $6.99 per square foot. Polished stone wall tile comes in many choices, including pebble stone that costs about $10 per square foot and $12 per square foot for a smooth surface polished stone tile. Prices for different stone wall tile are listed below: Limestone averages at $5 per square foot. Slate wall tile costs $3.78 per square foot....","ltr,hybrid,cross_encoder",5,,5,,5,7,,2,
34,price to install tile in shower,11,38243,average price per square foot to install tile,"Get an INSTANT estimate of the cost to Install a Tile Floor! Our free calculator uses recent, trusted data to estimate costs for your Tile Floor Installation project. For a basic 120 square feet project in zip code 47474, the benchmark cost to Install a Tile Floor ranges between $10.02 - $14.22 per square foot* . To estimate costs for your project: 1. Set Project Zip Code Enter the Zip Code for the location where labor is hired and materials purchased.","baseline,adaptive",6,6,,6,,,,2,
34,price to install tile in shower,12,27103,price per square foot to install ceramic tile flooring,"Average Price Range. The average price for ceramic tile flooring is in the $2.50-$3.00 per square foot range.For natural stone flooring, expect to pay an average of $7.50/sq foot. 1 Ceramic tile can be found for less than $1 per square foot to about $5.50 per square foot.","baseline,adaptive",7,7,,7,,,,2,
34,price to install tile in shower,13,31648,average cost to install bathtub tile,"Get an INSTANT estimate of the cost to Install Bathtub Tile! Our free calculator uses recent, trusted data to estimate costs for your Bathtub Tile Installation project. For a basic 120 square feet project in zip code 47474, the benchmark cost to Install Bathtub Tile ranges between $14.96 - $21.09 per square foot* . To estimate costs for your project: 1","ltr,hybrid",7,,7,,7,,,2,
34,price to install tile in shower,14,42733,cost to install tile backsplash,"The cost to install backsplash averages $23.52 – $40.28 per square foot based on data 2014 from homewyse.com. The cost divides into three subjects such as average material costs, unit labor productivity rates and also national average hourly labor wages.","baseline,adaptive",8,8,,8,,,,2,
34,price to install tile in shower,15,77614,cost for plumber to install shower,1 Polished nickel faucets-Average cost is $400 each plus four hours of installation; 2 Install ceramic tile floor to match shower-Average prices for installation are between $11 to $22 per square foot; 3 A light/fan combination-Averages at $180 and one hour of installation; Enhancement and improvement costs....,cross_encoder,8,,,,,8,,2,
34,price to install tile in shower,16,89323,cost to plumb a shower,"A steam shower's cost will depend mostly on the quality and size of it. For a decent, low-budget steam shower, you may spend only $999 for one. However, on average, a steam … shower will cost about $2000 and can go up to $10000. For a two bedroom condo, the cost should be somewhere from $1000-$2000. 1 person found this useful","ltr,hybrid",8,,8,,10,,,1,
34,price to install tile in shower,17,45963,how to price a tile job,"Tile. Ceramic tile comes in a myriad of colors, sizes and styles. The cost of the actual tile can vary from as little as 49 cents per square foot to upwards of $15 per square foot. What's most important is to select and quote a decent quality tile that will not easily scratch, chip or crack. On average, it is possible to provide a good quality tile for about $3 per square foot. Labor....","ltr,hybrid",9,,10,,9,,,2,
34,price to install tile in shower,18,60668,cost to install tile floor,"All numbers in the charts are prices to install tile, apply grout and sealer if necessary excluding materials cost. If installer will buy thin-set or mortar as well as grout the price for installation will increase at $0.9 - $1.9 per square foot. All custom work will be estimated based on its complexity....","baseline,adaptive",9,9,,9,,,,2,
34,price to install tile in shower,19,58358,average labor cost to tile a shower,"For a small bathroom of roughly 100 square feet, labor costs could run an average of $12,000 or $13,000 on the high end. This would include the labor to completely redo tile, completely install new fixtures, complete any necessary wiring and plumbing, and have everything inspected afterward.","baseline,adaptive",10,10,,10,,,,2,
35,rabbit fee,1,19731,Adoption fees for rabbits,"Adoption Fees Michigan Rabbit Rescue is a not-for-profit organization. The adoption donation fee is $85 ($125.00 for a pair), payable to Michigan Rabbit Rescue. This fee also includes the cost of a copy of the House Rabbit Handbook ($9.00) which is provided with all adoptions. The book fee will not be charged twice for adopting a pair, or if you already own the book.","baseline,ltr,adaptive,hybrid,cross_encoder",1,1,1,1,1,1,3,2,
35,rabbit fee,2,21591,cost of neutering a rabbit,"1 For those that live in a higher, populated metro area, the rabbit neutering cost can be anywhere from $175 to $475 due to the higher rent costs and cost of living. Out of every 1,000 rabbits that are neutered, approximately .1% have a mortality rate, and this is widely due to the anesthesia. The pricing for neutering is going to vary on a few different factors. 1 The low end for the surgery itself is going to cost anywhere from $100 to as much as $275.",cross_encoder,2,,,,,2,,2,
35,rabbit fee,3,48849,rabbit in french,Rabbit is spelled lapin (masc.) in French -- un lapin means a rabbit...,"baseline,ltr,adaptive,hybrid",2,2,2,2,2,,,2,
35,rabbit fee,4,23265,average weight of a domestic rabbit,"A domestic rabbit or domesticated rabbit, more commonly known as simply a rabbit, is any of several varieties of the European rabbit species that have been domesticated. Domestic rabbits have been used as sources of food, fur, and wool, as research subjects, and as pets. These breeds have efficient metabolisms and grow quickly; they are ready for slaughter by approximately 14 to 16 weeks of age....","ltr,hybrid,cross_encoder",3,,4,,3,4,,2,
35,rabbit fee,5,27331,what is rabbit tobacco,"Rabbit Tobacco is a member of the Aster family. It is a common herb of old fields, pastures, and roadsides. This is a plant of many names, both common and scientific. In common discourse it has been been known as Old Field Balsam, Indian Posy, Cudweed, Sweet Everlasting, and Common Everlasting.","baseline,adaptive,cross_encoder",3,3,,3,,5,,2,
35,rabbit fee,6,62608,cost of spraying a rabbit,"1 The low end for the surgery itself is going to cost anywhere from $100 to as much as $275. 2 For those that live in a higher, populated metro area, the rabbit neutering cost can be anywhere from $175 to $475 due to the higher rent costs and cost of living. 3 In Montana for example, the prices will vary $80 to $125.",cross_encoder,3,,,,,3,,2,
35,rabbit fee,7,70296,what does the rabbit represent,"If Rabbit has come to your Dream; To see a rabbit in your dream signifies luck, magical power, and success. You have a positive outlook on life. Alternatively, rabbits symbolize abundance, warmth, fertility and sexual activity. The dream can also be associated with Easter time and your own personal memories of Easter.","ltr,hybrid",3,,3,,5,,,2,
35,rabbit fee,8,62712,are impatiens rabbit resistant,"Save. Jupiterimages/Photos.com/Getty Images. Impatiens, visually popular garden flowers, sometimes become food for rabbits, which can ruin a season's worth of hard work in just a few minutes. Impatiens are known as rabbit-resistant plants, but rabbits nevertheless sometimes eat the delicate flowers' petals and leaves. Providing protection from rabbits for your impatiens can be challenging, but the sight of beautiful, healthy and whole impatiens in your flower garden is worth the effort....","baseline,adaptive",4,4,,4,,,,2,
35,rabbit fee,9,88810,common rabbit invasive species,"For general information on all rabbit species, see Rabbit. The European rabbit or common rabbit (Oryctolagus cuniculus) is a species of rabbit native to southwestern Europe (Spain and Portugal) and northwest Africa (Morocco and Algeria). It has been widely introduced elsewhere, often with devastating effects on local biodiversity....","baseline,ltr,adaptive,hybrid,cross_encoder",4,6,5,6,4,8,,2,
35,rabbit fee,10,77961,rabbit COOKING temperature range,"1 Braising rabbit (cooking it in a small amount of liquid in a covered pan on the range or in the oven) also takes about 1 hour. 2 Rabbit can be broiled about 15 minutes on each side. 3 For safety, USDA recommends cooking rabbit to an internal temperature of at least 160 °F.","baseline,adaptive",5,5,,5,,,,2,
35,rabbit fee,11,33083,what is rabbit calicivirus disease,"From Wikipedia, the free encyclopedia. Rabbit Calicivirus. Rabbit haemorrhagic disease (RHD), also known as rabbit calicivirus disease (RCD) or viral haemorrhagic disease (VHD), is a highly infectious and often fatal disease that affects wild and domestic rabbits of the species Oryctolagus cuniculus. The infectious agent responsible for the disease is rabbit haemorrhagic disease virus (RHDV), or rabbit calicivirus (RCV), genus Lagovirus of the family Caliciviridae....","baseline,adaptive,cross_encoder",6,10,,10,,6,,2,
35,rabbit fee,12,37066,what does a white rabbit symbolize,"In Roman times, the white rabbit symbolized love and sexuality. It was believed that the rabbit was the pet of the Goddess of love, Aphrodite. In addition, the hunting and tracking the hare has remained an exciting sporting event across Europe and other cultures because of its speed and difficulty to catch.","ltr,hybrid",6,,6,,6,,,2,
35,rabbit fee,13,21427,european rabbit region of origin,"I'll take rabbit history back to the European rabbit, which was accidentally discovered on the coast of Spain, around 1200 BC, by Phoenician sailors, an ancient civilization that sailed around the Southern Mediterranean coasts on Galley ships. Romans and Rabbits. The Romans played a big part in rabbit history. When they occupied Spain in around 200 BC they cottoned on to the fact that rabbits were great sources of meat and fur.","ltr,hybrid",7,,7,,8,,,2,
35,rabbit fee,14,57128,what does a rabbit symbolize,"The rabbit is also a symbol of Ostara (see Rabbit Meanings Around the World below), an ancient fertility goddess whose symbols are rabbits, various flowers and eggs (more life/growth/fertility themes!). That's symbolic of the cycle of life, and they way life carries on generation after generation. This could hearken to our ideals of ancestry. Indeed in many cultures (Asian, for example) the rabbit is a symbol of longevity and a long family line.","ltr,hybrid,cross_encoder",7,,8,,7,9,,2,
35,rabbit fee,15,75314,where is rabbit ears pass,"Rabbit Ears Pass (el. 9426 ft, 2873 m) is a high mountain pass in the Rocky Mountains of northern Colorado in the United States. The name is taken from nearby Rabbit Ears Peak, a mountain in the Park Range to the north that is prominently visible from the east side of the pass during good weather.",cross_encoder,7,,,,,7,,2,
35,rabbit fee,16,76795,car rental fee transp fee,"At issue was a $20 airport fee, variously called a ""Facilities Fee,"" ""Airport Transportation Fee"" and sometimes simply a ""Transaction Fee."" Like so many other taxes and levies, the fee is added to your rental car contract, which can be as complex and difficult to decipher as a phone bill. Still, it is perplexing that the rental car companies would not take a greater interest in this issue. As an industry, the rental car business is a fairly price sensitive business....","baseline,adaptive",7,7,,7,,,,2,
35,rabbit fee,17,90333,submitted fee vs accepted fee,"Or, you can submit a fee waiver request with your application, and the school will review your request and let you know whether they accepted or denied it, and send a message letting you know either way. If your request was denied, you'll need to submit payment before your application is officially submitted. A fee waiver means that the school will accept an application without payment....","baseline,adaptive",8,8,,8,,,,2,
35,rabbit fee,18,26521,what colour is rabbit wee,"It is probably caused by a plant pigment and does not affect the health of the animal... Red urine is a descriptive term for the condition where a rabbit's urine varies in color from the normal pale yellow to dark yellow, carrot orange, brown, or bright red. Red urine is not a medical problem.","baseline,adaptive",9,9,,9,,,,2,
35,rabbit fee,19,28544,what does the rabbit house called,"A wild rabbit's home is called a burrow, tunnel, den, or warren. A pet rabbit's home is called a hutch, condo, ex-pen, run, etc. In the wild, it's called a burrow for a sing … le rabbit, and family groups live in a series of burrows called a warren. Burrows are underground tunnels where rabbits live. A wild rabbit's home is called a burrow, tunnel","ltr,hybrid",9,,9,,9,,,2,
35,rabbit fee,20,62957,average speed of a rabbit mph,Most rabbits including the dwarf rabbit can run in a wide range of speed. They average 25 to 45 miles per hour depending on breed and health of the animal. Average speed is called average speed because it represents an average speed of something over a distance. Avarage could be thought of as a way to even out speed over a dist … ance to see how fast an object was moving across that distance if it moved at a constant speed.,cross_encoder,10,,,,,10,,2,
35,rabbit fee,21,88001,what is a rabbit nest called,"A wild rabbit's home is called a burrow, tunnel, den, or warren. A pet rabbit's home is called a hutch, condo, ex-pen, run, etc. In the wild, it's called a burrow for a sing … le rabbit, and family groups live in a series of burrows called a warren. Burrows are underground tunnels where rabbits live.","ltr,hybrid",10,,10,,10,,,2,
36,day subutex,1,19721,what is the maximum dose of subutex,"Subutex Dosage for Treating Opioid Dependence. One typical way to dose Subutex is to start with 8 mg on the first day and 16 mg (the full dosage) on the second day. Often, by the third day you can be switched to Suboxone ® (buprenorphine and naloxone). Typically, the initial dose for treating opioid dependence is 8 mg on the first day and 16 mg","baseline,ltr,adaptive,hybrid,cross_encoder",1,1,1,1,1,1,0,2,
36,day subutex,2,35428,what type of narcotic is subutex,SUBOXONE and SUBUTEX are sublingual tablets indicated for the treatment of opioid dependence. SUBOXONE contains buprenorphine (a partial agonist at the mu-opioid receptor and an antagonist at the kappa-opioid receptor) and naloxone (an antagonist at the mu-opioid receptor). SUBUTEX contains buprenorphine only. SUBOXONE and SUBUTEX are the first medications approved for office-based treatment of opioid dependence under the Drug Addiction Treatment Act of 2000 (DATA)....,"baseline,ltr,adaptive,hybrid,cross_encoder",2,2,2,2,3,3,,2,
36,day subutex,3,61329,what class is subutex for pregnancy,Subutex is classified as a pregnancy Category C drug. The U.S. Food and Drug Administration (FDA) uses a category system to classify the possible risks to a fetus when a specific medicine is taken during pregnancy.,"baseline,ltr,adaptive,hybrid,cross_encoder",2,3,3,3,2,2,,2,
36,day subutex,4,31244,what day is victoria day,"In 2016 the Victoria Day holiday is on Monday, May 23. Victoria Day is a Canadian statutory holiday celebrated on the Monday preceding May 25 in every province and territory. It honours Queen Victoria's birthday. In Quebec this holiday is called National Patriotes Day (Journee journée nationale des). patriotes","baseline,ltr,adaptive,hybrid,cross_encoder",4,4,4,4,4,8,,2,
36,day subutex,5,32771,why is anzac day called anzac day,"Observed on 25 April each year, Anzac Day was originally to honour the members of the Australian and New Zealand Army Corps (ANZAC) who fought at Gallipoli against the Ottoman Empire during World War I. In addition, several Canadian military field hospitals supported the campaign. Anzac Day is also observed in the Cook Islands, Niue, Pitcairn Islands, and Tonga, and previously also as a national holiday in Papua New Guinea and Samoa.","baseline,adaptive,cross_encoder",4,7,,7,,4,,2,
36,day subutex,6,38572,sidereal day definition,"The sidereal day is the time it takes for the Earth to complete one rotation about its axis with respect to the 'fixed' stars. By fixed, we mean that we treat the stars as if they were attached to an imaginary celestial sphere at a very large distance from the Earth. Sidereal Day. A sidereal day is the time it takes for the Earth to rotate about its axis so that the distant stars appear in the same position in the sky....","baseline,ltr,adaptive,hybrid,cross_encoder",5,9,5,9,6,10,,2,
36,day subutex,7,46651,what is ANZAc day,"Anzac Day /ˈaenzaek/ ˈænzæk is a national day of remembrance In australia And New zealand that broadly commemorates All australians And New zealanders who served and died in all, wars, conflicts and peacekeeping operations and the contribution and suffering of all those who have......","ltr,hybrid,cross_encoder",5,,6,,5,5,,2,
36,day subutex,8,95205,what day is anzac day,"Many New Zealanders observe Anzac Day on April 25. It commemorates the landing of the Australian and New Zealand Army Corps (ANZAC) at Gallipoli, Turkey, during World War I in 1915. This event, also observed in Australia, remembers all New Zealanders who served their country in wars and conflicts. The Australian and New Zealander soldiers were part of an Allied expedition that set out to capture the Gallipoli Peninsula....","baseline,adaptive,cross_encoder",5,5,,5,,7,,2,
36,day subutex,9,26151,why is boxing day called boxing day,"Boxing Day is so called because it was the custom on that day for tradesmen to collect their Christmas boxes or gifts in return for good and reliable service throughout the year. Boxing Day is also St. Stephen's Day. In Ireland, Boxing Day is known as St Stephen's Day and is famous for its Wren Boys. Tradition says that to kill a wren is unlucky unless it's on Boxing Day. St Stephen was killed, reportedly stoned to death, for believing in Jesus.","baseline,ltr,adaptive,hybrid",6,6,8,6,9,,,2,
36,day subutex,10,46724,when is thanksgiving day,"Thanksgiving Day is a national holiday celebrated primarily in Canada and the United States as a day of giving thanks for the blessing of the harvest and of the preceding year. It is celebrated on the second Monday of October in Canada and on the fourth Thursday of November in the United States. Thanksgiving is now a statutory holiday in most jurisdictions of Canada, with the exception of the Atlantic provinces of Prince Edward Island, Newfoundland and Labrador, New Brunswick, and Nova Scotia.",cross_encoder,6,,,,,6,,2,
36,day subutex,11,51324,what event started earth day,"Earth Day Flag created by John McConnell. Earth Day is an annual event, celebrated on April 22, on which day events worldwide are held to demonstrate support for environmental protection. While this April 22 Earth Day was focused on the United States, an organization launched by Denis Hayes, who was the original national coordinator in 1970, took it international in 1990 and organized events in 141 nations.","ltr,hybrid",7,,7,,7,,,2,
36,day subutex,12,20097,what is fasnacht day,"Fastnacht Day is an annual Pennsylvania Dutch celebration that falls on Shrove Tuesday, the day before Ash Wednesday. The word translates to Fast Night in English. The tradition is to eat the very best foods, which are part of the German tradition, and lots of it, before the Lenten fast. Easter Day varies from year to year because of the spring equinox, or full moon, and is usually the last Sunday of the month of March. Fastnacht Day takes place 47 days before Easter Day, on the Tuesday prior to","ltr,hybrid",8,,9,,8,,3,2,
36,day subutex,13,34772,What month and day is sweetest day,"It occurs in October on the third Saturday of the month. For 2015, Sweetest Day is celebrated on October 17. The holiday has its origins in 1922, when an Ohio man by the name of Herbert Birch Kingston wanted to spread joy to the neglected, orphans, and others with similar fates.","baseline,adaptive",8,8,,8,,,,2,
36,day subutex,14,32873,what is american independence day,"In 1964, the name of the July 4 holiday was changed to Republic Day. In Rwanda, July 4 is an official holiday known as Liberation Day, commemorating the end of the 1994 Rwandan Genocide in which the U.S. government also played a role. Denmark also celebrates American independence on July 4. The second day of July, 1776, will be the most memorable epoch in the history of America. I am apt to believe that it will be celebrated by succeeding generations as the great anniversary festival....",cross_encoder,9,,,,,9,,2,
36,day subutex,15,54351,presidential election day,"The United States presidential election of 2016 will be the 58th quadrennial U.S. presidential election and is to be held on Tuesday, November 8, 2016. The incumbent president, Barack Obama, is ineligible to be elected to a third term due to term limits in the Twenty-second Amendment to the United States Constitution.","baseline,adaptive",10,10,,10,,,,2,
36,day subutex,16,60034,how does a venus day compared to an earth day,"A planet's day is the time it takes the planet to rotate or spin once on its axis. Venus rotates much more slowly than Earth does, so a day on Venus is much longer than a day on Earth. A day on Venus lasts for 243 Earth days or 5,832 hours! A day on Earth is 23.943 hours. Venus also rotates backwards compared to the Earth and most of the other planets. 1 Javascript must be enabled to use Cool Cosmo","ltr,hybrid",10,,10,,10,,,2,
37,who coined the phrase it is what it is,1,19716,who coined the phrase it is what it is,"The first reference to the phrase, '...it is what it is,' that I've come across is from 1943, in a New York State hermit's letter to the editor of an Adirondack Mountain newspaper. The hermit was named Noah John Rondeau, and he concluded his letter with this particular phrase.","baseline,ltr,adaptive,hybrid,cross_encoder",1,1,1,1,1,1,0,2,
37,who coined the phrase it is what it is,2,29456,who coined the phrase the great compromise,"Stephen Douglas took a leadership role in the fight for passage. It was Douglas who coined the term ""popular sovereignty"" and it was his idea to abandon Clay's idea of putting the compromise in one bill. Instead, he introduced each idea one at a time and was able to garner enough votes for each part individually. Ask a question. We've answered 395,608 questions. Henry Clay, Daniel Webster, and Stephen Douglas all played an important role in the passage of the Compromise of 1850....","baseline,ltr,adaptive,hybrid,cross_encoder",2,2,9,2,10,7,,2,
37,who coined the phrase it is what it is,3,58958,who coined the term microaggression,"Microaggression is a term which some use to refer to unintended discrimination. Psychiatrist and Harvard University professor Chester M. Pierce coined the word microaggression in 1970 to describe insults and dismissals he said he had regularly witnessed non-black Americans inflict on African Americans. Christina Hoff Sommers, in a video for the American Enterprise Institute, has criticized microaggression theory as oversensitive and paranoid....","baseline,ltr,adaptive,hybrid,cross_encoder",2,8,10,8,9,2,,2,
37,who coined the phrase it is what it is,4,65322,what is coined word,"neologism. n, pl-gisms or-gies. 1. (Linguistics) a newly coined word, or a phrase or familiar word used in a new sense. 2. (Linguistics) the practice of using or introducing neologisms. 3. a tendency towards adopting new views, esp rationalist views, in matters of religion. [C18: via French from neo- + -logism, from Greek logos word, saying]. ne•ol•o•gism. 1. a new word or phrase or an existing word used in a new sense. 2. the introduction or use of new words or new senses of existing words.","ltr,hybrid",2,,2,,3,,,2,
37,who coined the phrase it is what it is,5,95613,what is phrase,"In linguistic analysis, a phrase is a group of words (or possibly a single word) that functions as a constituent in the syntax of a sentence —a single unit within a grammatical hierarchy. A phrase appears within a clause, although it is also possible for a phrase to be a clause or to contain a clause within it....","ltr,hybrid,cross_encoder",2,,3,,2,4,,2,
37,who coined the phrase it is what it is,6,26787,who coined the term hegemonic,"As a sociologic concept, the hegemonic nature of hegemonic masculinity derives from the theory of cultural hegemony, by Marxist theorist Antonio Gramsci, which analyzes the power relations among the social classes of a society....","baseline,adaptive",3,3,,3,,,,2,
37,who coined the phrase it is what it is,7,48864,who coined the term eustress,"Eustress means beneficial stress-either psychological, physical (e.g. exercise) or biochemical/radiological (hormesis). The term was coined by endocrinologist Hans Selye, consisting of the Greek prefix eu-meaning good, and stress, literally meaning good stress. Flow is the ""ultimate eustress experience – the epitome of eustress"". Hargrove, Nelson and Cooper described eustress as being focused on a challenge, fully present and exhilarated, which almost exactly mirrors the definition of flow.","baseline,adaptive,cross_encoder",3,6,,6,,3,,2,
37,who coined the phrase it is what it is,8,20387,who coined the term jazz,"F. Scott Fitzgerald and the Jazz Age. The Roaring 20's The 20's are also referred to as ""The Jazz Age,"" a term coined by F. Scott Fitzgerald The Jazz Age began with the end of WWI, at a time when, for the first time, the U.S. had emerged as a world power. The Jazz Age ended with the stock market crash of 1929.","baseline,adaptive",4,4,,4,,,0,2,
37,who coined the phrase it is what it is,9,78994,what is the meaning of noun phrase,"A noun phrase or nominal phrase (abbreviated NP) is a phrase which has a noun (or indefinite pronoun) as its head word, or which performs the same grammatical function as such a phrase. Noun phrases often function as verb subjects and objects, as predicative expressions, and as the complements of prepositions. Noun phrases can be embedded inside each other; for instance, the noun phrase some of his constituents contains the shorter noun phrase his constituents.","ltr,hybrid,cross_encoder",4,,4,,4,10,,2,
37,who coined the phrase it is what it is,10,20483,who coined the term teenager,"Parents were waiting longer to goad their youngsters into marriage rather than pairing them off at the tender age of sixteen or seventeen. In short, it soon became apparent that a new stage of life — the teenage phase — was becoming a reality in America. American adolescents were displaying traits unknown among children and adults. Although the word teenager did not come into use until decades later, the teenage mindset dawned in the 1920s.","baseline,adaptive",5,5,,5,,,0,2,
37,who coined the phrase it is what it is,11,30773,what is a verb phrase AND noun phrase,"Noun Phrases. A noun phrase is made up of a noun and all its modifiers. It can function in a sentence as a subject, an object, or a complement. Some noun phrases begin with an infinitive (to go) or a gerund (going); this type of noun phrase is always singular: To sail the seven seas was her lifelong dream. A verb phrase consists of a main verb plus one or more helping verbs, its complements, objects, or other modifiers, and functions syntactically as a verb....","ltr,hybrid",5,,5,,5,,,2,
37,who coined the phrase it is what it is,12,51011,who coined the term human ecology,"Definition of Ecology [edit]. The term oekologie (ecology) was coined in 1866 by the German biologist, Ernst Haeckel from the Greek oikos meaning house or dwelling, and logos meaning science or study. Thus, ecology is the study of the household of nature.","ltr,hybrid,cross_encoder",5,,7,,7,5,,2,
37,who coined the phrase it is what it is,13,30912,who coined the term lean manufacturing,"Lean principles are derived from the Japanese manufacturing industry. The term was first coined by John Krafcik in his 1988 article, Triumph of the Lean Production System, based on his master's thesis at the MIT Sloan School of Management....","ltr,hybrid,cross_encoder",6,,6,,6,9,,2,
37,who coined the phrase it is what it is,14,58167,who coined the term racism,"Origin of the term racism. An urban legend has developed in certain quarters that the term racism was coined by Leon Trotsky, which proves that talking about racism is a Communist strategy to destroy America and freedom. Disputed positions on the term include: 1 Racism requires prejudice plus power, and thus racial minorities cannot be racist. 2 Racism includes any recognition of race, even without any belief in superiority. 3 Racism includes desire for racial separation.","baseline,adaptive,cross_encoder",6,7,,7,,6,,2,
37,who coined the phrase it is what it is,15,40709,who coined the term learning curve,"The term was coined by Hermann Ebbinghaus through studies he performed on himself, and refers to the finding that recall accuracy varies as a function of an item's position within a study list. The continuity effect or lag-recency effect predicts that having made a successful recall, the next recall is likely to be a neighboring item in serial position during the study period. The difference between the two items' serial position is referred to as serial position lag.",cross_encoder,8,,,,,8,,2,
37,who coined the phrase it is what it is,16,98429,who coined the term learned helplessness,"Learned Helplessness. BIBLIOGRAPHY. The term learned helplessness was coined by psychologists Martin Seligman and Steven Maier in 1967 to describe the behavior of dogs who, after experiencing inescapable electric shocks behaved as if they were helpless. As with many terms in psychology, learned helplessness is both descriptive and explanatory.","ltr,hybrid",8,,8,,8,,,2,
37,who coined the phrase it is what it is,17,80310,who coined the term boomers,"Generation X is the term often applied to the generation born between 1964 and 1981, right after the end of the post-World War II baby boom (1946-1964) that gave boomers their name. Generation X is often abbreviated as Gen X, and members of Generation X are commonly referred to as Gen Xers. For a time, Generation X was called the baby bust generation, because of the declining birth rate that started in 1964, officially ending the post-war baby boom. What Distinguishes Generation X....","baseline,adaptive",9,9,,9,,,,2,
37,who coined the phrase it is what it is,18,20627,who coined the term democratic socialist,"The term democratic socialism can be used even another way, to refer to a version of the Soviet model that was reformed in a democratic way. For example, Mikhail Gorbachev described perestroika as building a new, humane and democratic socialism... Democratic socialism became a prominent movement at the end of the 19th century. In Germany, the Eisenacher socialist group merged with the Lassallean socialist group, in 1875, to form the German Social Democratic Party.","baseline,adaptive",10,10,,10,,,2,2,
38,how long do,1,49051,how long do octopuses live,"Octopus Endings. The length of time that passes between hatching, reproduction and death varies among octopus species. Common octopuses, for example, may live only two years, while giant octopuses can live as long as three years but up to five years as long as they don't mate. The giant Pacific octopus may between three to five years in the wild. Adulthood & Reproduction. Depending on the octopus species, adulthood is usually reached after only one to two years....","ltr,hybrid,cross_encoder",1,,2,,1,8,,1,
38,how long do,2,51079,how long do sharks live,"(How Long Do Sharks Live). Many sharks can live for about 20 to 30 years, with some species are known to live a fairly longer life. The lifespans of large sharks are greater than that of the smaller sharks. Great white shark reaches its maturity at the age of 15 and it has the lifespan of 25 to 30 years.","baseline,ltr,adaptive,hybrid,cross_encoder",1,1,8,1,5,1,,1,
38,how long do,3,88116,how long do elephants live,Life Span Wild: Wild elephants have long life spans and typically live to 60-70 years of age. Captive: Captive elephants have significantly lower life spans than their wild counterparts and are usually dead before the age of 40.,"ltr,hybrid",1,,1,,2,,,1,
